142	Donald Trump	So the Great Tariff Debate of 1888 -- and then we had so much money we could do whatever we wanted.
143	Donald Trump	We built forces up that were incredible.
144	Donald Trump	Then, in 1913, they ended tariffs, okay?
145	Donald Trump	They ended tariffs.
146	Donald Trump	Somebody got stupid and they ended tariffs.
147	Donald Trump	They said, "Oh, it's okay for other nations to come in."
148	Donald Trump	I won't use a certain words because it's not politically -- but everybody knows the word I'd love to use.
149	Donald Trump	Should I use it?
150	Donald Trump	I won't do it.
151	Donald Trump	Our great First Lady always said, "Don't use certain words, please."
152	Donald Trump	I said, "But the audience wanted me to do it."
153	Donald Trump	She said, "Don't do it."
154	Donald Trump	And the problem is, if I do do that, they won't put the little preamble that we just went through.
155	Donald Trump	They'll just use the word, and they'll said, "Isn't that terrible."
156	Donald Trump	So I won't use it.
157	SYSTEM	[Laughter]
158	Donald Trump	I've learned. Because with the fake news --
159	SYSTEM	[Audience Boos]
160	Donald Trump	-- if you tell a joke, if you're sarcastic, if you're having fun with the audience, if you're on live television with millions of people and 25,000 people in an arena, and if you say something like, "Russia, please, if you can, get us Hillary Clinton's emails.
161	Donald Trump	Please, Russia, please."
162	Donald Trump	Please get us the emails.
163	Donald Trump	Please!
164	SYSTEM	[Audience chants Trump]
165	Donald Trump	So everybody is having a good time.
166	Donald Trump	I'm laughing, we're all having fun.
167	Donald Trump	And then that fake CNN and others say, "He asked Russia to go get the emails.
168	Donald Trump	Horrible."
169	SYSTEM	[Laughter]
170	Donald Trump	I mean, I thought -- like, two weeks ago, I'm watching and they're talking about one of the points.
171	Donald Trump	He asked Russia for the emails.
172	Donald Trump	These people are sick.
173	SYSTEM	[Laughter]
174	Donald Trump	And I'm telling you, they know the game.
175	Donald Trump	They know the game, and they play it dirty -- dirtier than anybody has ever played the game.
176	Donald Trump	Dirtier than it's ever been played.
177	Donald Trump	But the thing that we've done is very special.
178	Donald Trump	Because, on trade, and because of tariffs -- and I know there are people in the Republican Party and people -- really, even conservatives -- good conservatives -- they don’t like tariffs.
179	Donald Trump	I'm not liking or not liking.
180	Donald Trump	The minimum, the greatest negotiating tool in the history of our country.
181	Donald Trump	Do you think China would be sending their top representatives over?
182	Donald Trump	Right now, China is paying 25 percent tariff on $50 billion worth of technology goods.
183	Donald Trump	I was then going to charge them 25 percent on $200 billion.
184	Donald Trump	Not like $200 million -- that's a lot.
185	Donald Trump	This is 200 with a "B" -- billion.
186	Donald Trump	Two-hundred billion.
187	Donald Trump	So -- but I was nice, because we're having a very strong negotiation, which if it weren’t for tariffs -- and I tell this to President Xi; this is nothing to hide.
188	Donald Trump	I would never be talking like this because, in theory, it could hurt your negotiating position.
189	Donald Trump	But in my case, it can't, because it's true.
190	Donald Trump	I was nice, and I left it at 10 percent on $200 billion.
191	Donald Trump	And here's the beauty: We've lost so much money with China -- $500 billion a year.
192	Donald Trump	And on trade, it's such a disaster; it's $507 billion a year.
193	Donald Trump	China -- just one country.
194	Donald Trump	We lose with everybody, almost.
195	Donald Trump	But China is one country.
196	Donald Trump	$507 billion, for many years.
197	Donald Trump	So the beauty is this: I have $250 billion more to put tariffs on.
198	Donald Trump	The numbers are staggering.
199	Donald Trump	Billions of dollars, right now, are pouring into our Treasury.
200	Donald Trump	And for those of you that haven’t done the research, if you look, of the 25 percent, our country -- as it's turned out, because it's now been on there for a long while.
201	Donald Trump	Our -- and I'm in no rush because I'm fine with it.
202	Donald Trump	I'm fine with it.
203	Donald Trump	Of the 25 points, we've paid for 4 points, and China has paid for 21 points.
204	Donald Trump	Okay?
205	Donald Trump	Twenty-one.
206	Donald Trump	That’s what the numbers are.
207	Donald Trump	It's very simple.
208	Donald Trump	You know, everyone said, "Oh, it's a tax on our..." It's not really.
209	Donald Trump	And what China and other countries do sometimes is they will subsidize it.
210	Donald Trump	So the tax really is incredible.
211	Donald Trump	But what it is, beyond everything else, I can negotiate.
212	Donald Trump	But then you have senators and a few congressman, but not Mark Meadows.
213	Donald Trump	Where is the great Mark Meadows?
214	Donald Trump	He's here someplace.
215	Donald Trump	Man, has he been good.
216	Donald Trump	Mark and Jim Jordan, and -- I want to name every one of those couple of hundred people.
217	Donald Trump	Because we do have a lot.
218	Donald Trump	I want to name every damn one of them.
219	Donald Trump	They have been incredible.
220	Donald Trump	They've been fighting.
221	Donald Trump	And I just see Mark in the audience.
222	Donald Trump	They've been fighting -- with Deb, much more important.
223	Donald Trump	His wife is incredible.
224	Donald Trump	What an asset.
225	Donald Trump	He would be nowhere without her.
226	SYSTEM	[Laughter]
227	Donald Trump	Right?
228	Donald Trump	But they fight so hard on this witch hunt, this phony deal that they put together; this phony thing that now looks like it's dying.
229	Donald Trump	So they don’t have anything with Russia.
230	Donald Trump	There's no collusion.
231	Donald Trump	So now they go and morph into, "Let's inspect every deal he's ever done.
232	Donald Trump	We're going to go into his finances.
233	Donald Trump	We're going to check his deals.
234	Donald Trump	We're going to check..." These people are sick.
235	SYSTEM	[Laughter]
236	Donald Trump	They're sick.
237	Donald Trump	I saw little Shifty Schiff yesterday.
238	Donald Trump	No, it's the first time.
239	Donald Trump	He went into a meeting and he said, "We're going to look into his finances."
240	Donald Trump	I said, "Where did that come from?"
241	Donald Trump	He always talked about Russia -- collusion with Russia.
242	Donald Trump	The collusion delusion.
243	SYSTEM	[Laughter]
244	Donald Trump	So now we're waiting for a report, and we'll find out whether or not, and who we're dealing with.
245	Donald Trump	We're waiting for a report by people that weren’t elected.
246	Donald Trump	We had -- think of this: We had the greatest election -- in all fairness, I used to hear Andrew Jackson.
247	Donald Trump	This was now greater than the election of Andrew Jackson.
248	Donald Trump	People say that.
249	Donald Trump	No, people say it.
250	Donald Trump	I'm not saying it.
251	Donald Trump	Right?
252	Donald Trump	This was the equivalent or greater.
253	Donald Trump	You know, they used to go to Ronald Reagan, when I first started.
254	Donald Trump	This is Ronald Reagan.
255	Donald Trump	Then we started really doing well, and they were coming from everywhere to vote.
256	Donald Trump	Those red hats -- and white ones.
257	Donald Trump	The key is in the color.
258	Donald Trump	The key is what it says.
259	Donald Trump	Make America Great Again, is what it says.
260	Donald Trump	Right?
261	Donald Trump	Right?
262	Donald Trump	But we had the greatest of all time.
263	Donald Trump	Now we have people that lost.
264	Donald Trump	And unfortunately, you put the wrong people in a couple of positions, and they leave people for a long time that shouldn't be there.
265	Donald Trump	And, all of a sudden, they're trying to take you out with bullshit.
266	Donald Trump	Okay?
267	SYSTEM	[Laughter]
268	Donald Trump	With bullshit.
269	Donald Trump	Now, Robert Mueller never received a vote, and neither did the person that appointed him.
270	Donald Trump	And as you know, the Attorney General says, "I'm going to recuse myself."
271	SYSTEM	[Laughter]
272	Donald Trump	I'm going to recuse.
273	Donald Trump	And I said, why the hell didn’t he tell me that before I put him in?
274	Donald Trump	How do you recuse yourself?
275	Donald Trump	But the person that appointed Robert Mueller never received a vote.
276	Donald Trump	Robert Mueller put 13 of the angriest Democrats in the history of our country on the commission.
277	SYSTEM	[Laughter]
278	Donald Trump	Now, how do you do that?
279	Donald Trump	These are angry, angry people.
280	Donald Trump	You take a look at them.
281	Donald Trump	One of them was involved with the Hillary Clinton Foundation, running it.
282	Donald Trump	Another one has perhaps the worst reputation of any human being I've ever seen.
283	SYSTEM	[Laughter]
284	Donald Trump	All killers.
285	Donald Trump	In fact, it would've been actually better for them if they put half and half, and Mueller can do whatever he wants anyway, which he'll probably do.
286	Donald Trump	But we have conflicts.
287	Donald Trump	I had a nasty business transaction with Robert Mueller a number of years ago.
288	Donald Trump	I said, why isn’t that mentioned?
289	Donald Trump	He wanted the job as FBI Director.
290	Donald Trump	I mean, these are things that are out there; they know it.
291	Donald Trump	Why isn’t that -- and I didn’t give it to him.
292	Donald Trump	Why isn’t that mentioned? Jim Comey -- Lyin' James Comey --
293	SYSTEM	[Audience Boos]
294	Donald Trump	-- is his best friend.
295	Donald Trump	James Comey is his best friend.
296	Donald Trump	And those are a few of the conflicts.
297	Donald Trump	Other than that, it's wonderful.
298	SYSTEM	[Laughter]
299	Donald Trump	So -- so everybody is waiting.
300	Donald Trump	I thought of it this morning, Mark.
301	Donald Trump	And I heard you made an incredible speech and statement today.
302	Donald Trump	Mark Levin.
303	Donald Trump	I heard it was incredible.
304	Donald Trump	And I was on the way.
305	Donald Trump	But I'll see it later.
306	Donald Trump	I guarantee I'll be watching it later.
307	Donald Trump	I have one of the great inventions in history.
308	Donald Trump	It's called TiVo.
309	SYSTEM	[Laughter]
310	Donald Trump	I think it's actually better than television, because television is practically useless without TiVo, right?
311	SYSTEM	[Laughter]
312	Donald Trump	But I'll be watching it later, Mark.
313	Donald Trump	But people that got no votes.
314	Donald Trump	But I heard this morning, "President Trump is waiting for the Mueller report."
315	Donald Trump	I said, wait a minute, let me get this straight.
316	SYSTEM	[Laughter]
317	Donald Trump	So the Attorney General recuses himself, and I don’t fire him.
318	Donald Trump	No obstruction.
319	Donald Trump	That's the other thing: If you use your right, if you use your power, if you use Article 2, it's called obstruction.
320	Donald Trump	But only for Trump.
321	Donald Trump	For nobody else.
322	SYSTEM	[Laughter]
323	Donald Trump	So the Attorney General is weak and ineffective, and he doesn’t do what he should've done.
324	Donald Trump	Somebody that never got a vote writes a powerful letter -- horrible -- about Comey.
325	Donald Trump	Every single Democrat said Comey should be fired, or worse, if possible.
326	SYSTEM	[Laughter]
327	Donald Trump	Every Republican said -- everybody -- in fact, when I fired Comey, I said, "You know..." -- First Lady -- I said, "Melania, I'm doing something today.
328	Donald Trump	I'm doing it because it really has to be done."
329	Donald Trump	He's bad.
330	Donald Trump	He's a bad, bad -- he's a bad, bad guy.
331	Donald Trump	That's been proven now with all of the emails and the texts.
332	Donald Trump	I'm doing something that has to be done.
333	Donald Trump	But you know the good news?
334	Donald Trump	It's going to be bipartisan.
335	Donald Trump	It's going to be so popular, it's going to be bipartisan.
336	SYSTEM	[Laughter]
337	Donald Trump	Every Democrat hates him.
338	Donald Trump	Every Republican hates him.
339	Donald Trump	He did a horrible job at the FBI.
340	Donald Trump	Speak to the real agents, the real people.
341	Donald Trump	Because the people in the FBI are incredible people -- not the sleaze on top.
342	Donald Trump	And I said to the First Lady -- I said, "But you know the good news?
343	Donald Trump	The good news is that this is going to be so bipartisan.
344	Donald Trump	Everyone is going to love it."
345	Donald Trump	So we fire Comey.
346	Donald Trump	And Schumer -- who called for his resignation many times -- Podesta, I believe that day -- because he still hasn’t gotten over getting his ass kicked, okay?
347	Donald Trump	I believe that day called for his resignation.
348	Donald Trump	That day.
349	Donald Trump	Podesta, the great genius of campaigns.
350	SYSTEM	[Laughter]
351	Donald Trump	He called for the Comey resignation.
352	Donald Trump	Others -- almost every, I would say.
353	Donald Trump	Mark, would you say virtually every Democrat, virtually every -- I can't think of anybody that said he's doing a good job.
354	Donald Trump	So I said to Melania, "Melania, the good news, this will be a popular thing."
355	SYSTEM	[Laughter]
356	Donald Trump	And I fire a bad cop.
357	Donald Trump	I fire a dirty cop.
358	Donald Trump	And all of a sudden, the Democrats say, "How dare he fire him.
359	Donald Trump	How dare he do this."
360	Donald Trump	And that's where we are, folks.
361	Donald Trump	That's where we are.
362	Donald Trump	We're in this swamp of Washington, D.C.
363	Donald Trump	But you know what?
364	Donald Trump	We're winning, and they're not.
365	Donald Trump	We're winning.
366	Donald Trump	So, just to finish -- and I'll tell you, Matt Schlapp is loving this.
367	SYSTEM	[Laughter]
368	Donald Trump	He's saying, "This is a lot more than we paid for."
369	Donald Trump	You know, normally you read a few pages and you say, "Bye, folks."
370	Donald Trump	But you know what I like about this?
371	Donald Trump	Number one, I'm in love, and you're in love.
372	Donald Trump	We're all in love together.
373	Donald Trump	We've done something that nobody has ever done.
374	Donald Trump	Right?
375	Donald Trump	It's easy.
376	Donald Trump	No, it's easy.
377	Donald Trump	You know, a great friend of mine from New York, he's a stone-cold killer.
378	Donald Trump	He's a brutal man. He's actually not even a good friend of mine because he'd turn on me in two seconds if it was
379	SYSTEM	[Inaudible]
380	Donald Trump	.
381	SYSTEM	[Laughter]
382	Donald Trump	But he's a very rich guy.
383	Donald Trump	And he said, "What are you going to speak about today?
384	Donald Trump	Like, what are you going to speak?"
385	Donald Trump	I said, "I don't know.
386	Donald Trump	I don't know."
387	SYSTEM	[Laughter]
388	Donald Trump	He said, "I just heard that you have the biggest crowd in the history of CPAC.
389	Donald Trump	They're all over.
390	Donald Trump	By the way, not only in this giant room.
391	Donald Trump	They're in many hotel rooms all over the place.
392	Donald Trump	You're just better at real estate than they are."
393	SYSTEM	[Laughter]
394	Donald Trump	True.
395	Donald Trump	But this guy -- you all know his name -- very rich guy.
396	Donald Trump	And he has a problem with a thing called public speaking.
397	Donald Trump	If he has to speak to more than like five people, he chokes.
398	SYSTEM	[Laughter]
399	Donald Trump	He can't breathe.
400	Donald Trump	You know, juh-juh.
401	Donald Trump	Are you okay?
402	Donald Trump	He kills people for a living -- meaning mentally and financially -- but if there's like an audience of nine, it's like "augh."
403	SYSTEM	[Laughter]
404	Donald Trump	So he said to me, "How the hell do you do that?"
405	Donald Trump	And I said, "It's easy."
406	Donald Trump	And the reason it's easy -- I really mean this -- there's so much love in this room, it's easy to talk.
407	Donald Trump	You can talk your heart out.
408	Donald Trump	You really could.
409	Donald Trump	There's love in this room.
410	Donald Trump	You can talk your heart out.
411	Donald Trump	It's easy.
412	Donald Trump	It's easy.
413	Donald Trump	It's easy.
414	Donald Trump	And we've had that from the day I came down with your First Lady on the escalator in Trump Tower.
415	Donald Trump	It's been easy.
416	Donald Trump	And you know what?
417	Donald Trump	We never had an empty seat.
418	Donald Trump	We went out and helped Ted Cruz.
419	Donald Trump	We went out and helped so many people.
420	Donald Trump	And I'll tell you what: If we didn’t do those 32 rallies -- and it wasn’t easy.
421	Donald Trump	When you're doing rallies with 25-, 30,000 people -- in Texas, we had 109,000 people sign up.
422	Donald Trump	We used the Houston Rockets arena; it holds 22,000.
423	Donald Trump	Tens of thousands were outside.
424	Donald Trump	We were sending notices, "Please don’t come."
425	Donald Trump	That's a little different.
426	Donald Trump	Usually, people are begging.
427	Donald Trump	Well, yeah, like can somebody come?
428	SYSTEM	[Laughter]
429	Donald Trump	We never had an empty seat. Of course, the Washington Post -- a guy named David Weigel -- he wrote an article, some arena --
430	SYSTEM	[Audience Boos]
431	Donald Trump	No, listen to this.
432	Donald Trump	He wrote an article.
433	Donald Trump	He got there four hours early.
434	Donald Trump	He took pictures of an empty arena.
435	Donald Trump	He then put out a note -- something to the effect, "Not very good crowd size, Mr.
436	Donald Trump	President."
437	Donald Trump	And I never saw it because I don’t follow the guy.
438	Donald Trump	But thousands of people that were in that arena that was packed with 25,000 people outside that couldn’t get in -- he got there four or five hours early because he doesn’t fly private.
439	Donald Trump	You know.
440	SYSTEM	[Laughter]
441	Donald Trump	And maybe it's because of the carbon footprint.
442	Donald Trump	You think maybe that's it?
443	SYSTEM	[Laughter]
444	Donald Trump	Maybe.
445	Donald Trump	Must be the carbon footprint.
446	Donald Trump	He just doesn’t want private.
447	Donald Trump	But he got there hours early.
448	Donald Trump	And, you know, the place hadn’t started taking in people.
449	Donald Trump	They weren’t going to take them in.
450	Donald Trump	So there were virtually nobody.
451	Donald Trump	And, you know, whatever it was -- 18,000 -- when you have nobody, it's a little scary-looking.
452	Donald Trump	So he took pictures.
453	Donald Trump	And you know who really got even?
454	Donald Trump	Our people.
455	Donald Trump	Because they were incensed.
456	Donald Trump	We had people sitting on the stairwells.
457	Donald Trump	We had people sitting in every seat.
458	Donald Trump	I don’t think we've had an empty seat since we announced.
459	Donald Trump	And from the day we came down the escalator, I really don’t believe we've had an empty seat at any arena, at any stadium.
460	Donald Trump	It's been an incredible thing.
461	Donald Trump	And that's why I say this has never, ever happened before, and now we have to verify it in 2020 with an even bigger victory.
462	SYSTEM	[Applause, Audience chants Four More Years]
463	Donald Trump	And, by the way, just to finish that story, the great Sarah Huckabee and Mercedes, who is incredible, sitting right here -- Mercedes, thank you.
464	Donald Trump	They always say -- you know, they're good people, right?
465	Donald Trump	Much better than I am.
466	Donald Trump	They always say, "Don't bring it up.
467	Donald Trump	Don’t fight.
468	Donald Trump	Don’t fight.
469	Donald Trump	Everyone understands."
470	Donald Trump	I said, "They don’t understand."
471	Donald Trump	If I don’t explain it, how are they going to understand?
472	Donald Trump	So remember the arena one, right?
473	Donald Trump	And then it was shown.
474	Donald Trump	And the Washington Post had to do -- and this particular writer -- had to do a -- I thought he was going to get fired.
475	Donald Trump	I mean, if that were a conservative, he would've been fired on the spot.
476	Donald Trump	He would've been humiliated for what he did.
477	Donald Trump	Because it was fake news.
478	Donald Trump	Nobody was in the arena.
479	Donald Trump	There were thousands outside but they hadn’t opened the gates yet.
480	Donald Trump	They did the same thing at our big inauguration speech.
481	Donald Trump	You take a look at those crowds.
482	Donald Trump	And I watched one of the evening shows that are ridiculous, how horrible they are, how mean -- how horrible.
483	Donald Trump	And I watched it by mistake.
484	SYSTEM	[Laughter]
485	Donald Trump	And they showed -- they showed from the White House all the way down.
486	Donald Trump	They showed from the Cap- -- they showed -- there were people.
487	Donald Trump	Nobody has ever seen it.
488	Donald Trump	The Capitol down to the Washington Monument -- people.
489	Donald Trump	But I saw pictures that there were no people.
490	SYSTEM	[Laughter]
491	Donald Trump	Those pictures were taken hours before.
492	Donald Trump	Right?
493	Donald Trump	And they always mention crowd size.
494	Donald Trump	He talks about crowd size.
495	Donald Trump	So I'm constantly bugging Mercedes.
496	Donald Trump	Whenever we have a slow moment, I say, "Mercedes" -- and Sarah -- "show them the pictures.
497	Donald Trump	Show them.
498	Donald Trump	And compare them with what they put on television.
499	Donald Trump	Those pictures were taken hours before."
500	Donald Trump	And remember this also -- not that Obama would ever do this: But we had fencing all the way down to the Washington Monument.
501	Donald Trump	And it was raining and it was wet, and the grass was wet.
502	Donald Trump	And women and men -- and I consider them totally equal, so I'm not going to say it's harder.
503	SYSTEM	[Laughter]
504	Donald Trump	In fact, it's probably, with the men I know, it's actually easier for the women to make the walk, right?
505	SYSTEM	[Audience Calls Out No]
506	Donald Trump	But they had to walk all the way down.
507	Donald Trump	They had to walk with high heels, in many cases.
508	Donald Trump	They had to walk all the way down to the Washington Monument and then back.
509	Donald Trump	And I looked, and I made a speech, and I said, before I got on -- I said to the people that were sitting next to me, "I've never seen anything like this.
510	Donald Trump	Look at that crowd."
511	Donald Trump	And it was wide.
512	Donald Trump	Wide.
513	Donald Trump	We had a crowd -- I've never seen anything like it.
514	Donald Trump	And I have to live -- I have to live with "crowd size."
515	Donald Trump	It's all a phony deal.
516	Donald Trump	But I saw a picture just the other night of practically no people.
517	Donald Trump	It was taken hours before our great day.
518	Donald Trump	That was a great day for us.
519	Donald Trump	That was a great, great day.
520	Donald Trump	People came from all over.
521	Donald Trump	People came from all over.
522	Donald Trump	So, Sarah said, and Mercedes said, "Sir, it doesn’t matter.
523	Donald Trump	Nobody cares."
524	Donald Trump	I said, "But I care."
525	SYSTEM	[Laughter]
526	Donald Trump	And people care.
527	Donald Trump	People care.
528	Donald Trump	So what I'm going to do is I'll give it to the great one.
529	Donald Trump	I'll give it to Mark Levin.
530	Donald Trump	And I'll give him the picture.
531	Donald Trump	Then I'll show you where they showed, just the other day, an empty field -- like nobody on it.
532	Donald Trump	And you'll see the sun.
533	Donald Trump	You know, you can see it's very dark, because the sun is like starting to rise, right?
534	SYSTEM	[Laughter]
535	Donald Trump	And you can have some fun.
536	Donald Trump	You're going to get big ratings on your show, I'll tell you that.
537	Donald Trump	Sunday night, everybody.
538	Donald Trump	Sunday night.
539	Donald Trump	Huh?
540	Donald Trump	Ten o'clock, right?
541	Donald Trump	Sunday night at 10 o'clock.
542	SYSTEM	[Audience Member Calls Out, Trump laughs]
543	Donald Trump	Thank you.
544	Donald Trump	I knew that, actually.
545	Donald Trump	But thank you.
546	Donald Trump	All right, now let's get back to what I'm here for.
547	SYSTEM	[Laughter]
548	Donald Trump	And don't fall asleep.
549	Donald Trump	Don’t fall asleep, right?
550	Donald Trump	Don’t fall asleep.
551	Donald Trump	You know, somebody said, "Oh, the speech you made, sir, the State of the Union speech was incredible."
552	Donald Trump	They said it was incredible.
553	Donald Trump	They said that was so great.
554	Donald Trump	And I said -- I said -- I did; I got great reviews, even from some of the really bad ones out there.
555	SYSTEM	[Laughter]
556	Donald Trump	Of course, by the following morning, they had to change because the head people called up, "What are you doing?"
557	SYSTEM	[Laughter]
558	Donald Trump	A lot of it is not the people on television, you know.
559	Donald Trump	A lot of it is their bosses -- which someday we're going to have to figure out why, Meadows, why that is.
560	Donald Trump	Because, you know, if you're building a great country, you have the best employment and unemployment numbers we've ever had.
561	Donald Trump	More people are working today in the United States than ever before in the history of our country.
562	Donald Trump	And you say, why are they upset by that?
563	Donald Trump	Why?
